isin,as_of,mix
INE831R07367,30/06/2026,"Banks 72%, Trusts 23%, Corporates 5.7%"
INE831R07391,30/06/2026,"Banks 53%, Insurance 32%, Trusts 11%, Corporates 5.3%"
INE831R07425,30/06/2026,"MF 88%, Insurance 12%"
INE831R07441,30/06/2026,"Banks 73%, Trusts 12%, MF 6.9%, Corporates 5%, Insurance 3.4%"
INE831R07458,30/06/2026,"Banks 69%, Insurance 14%, MF 11%, Govt 5%, Trusts 1.2%"
INE831R07466,30/06/2026,"Banks 67%, MF 19%, Insurance 7.8%, Corporates 5.4%, Trusts 0.8%"
INE831R07474,30/06/2026,"MF 92%, Insurance 8.3%"
INE831R07482,30/06/2026,"MF 38%, Banks 38%, Insurance 19%, Corporates 5.7%"
INE831R07516,30/06/2026,"Banks 49%, Insurance 29%, MF 13%, Corporates 5%, Trusts 4.3%"
INE831R07540,30/06/2026,MF 100%
INE831R07557,30/06/2026,"MF 90%, Banks 10%"
INE831R07565,30/06/2026,"Corporates 43%, FPI 22%, Trusts 17%, MF 9.5%, Insurance 8.6%"
INE831R07573,30/06/2026,"MF 57%, Insurance 28%, Banks 15%"
INE831R07581,30/06/2026,"Banks 45%, MF 35%, Corporates 20%"
INE831R07607,30/06/2026,"Banks 50%, MF 45%, Corporates 5%"
INE831R07631,30/06/2026,"MF 50%, Insurance 33%, Corporates 17%"
INE831R07656,30/06/2026,"Banks 43%, MF 40%, Insurance 16%, Trusts 1%"
INE836B07915,30/06/2026,"Individuals 74%, Corporates 26%, NRIs 0.3%"
INE836B08319,30/06/2026,"Individuals 77%, Corporates 14%, Clearing members 8.7%, NRIs 0.2%"
INE836B08327,30/06/2026,"Corporates 90%, Individuals 10%"
INE836K07262,30/06/2026,"Individuals 75%, Corporates 18%, Banks 3.5%, Clearing members 3.1%, NRIs 0.4%"
INE848E07385,30/06/2026,"Insurance 47%, Govt 31%, MF 16%, Banks 3.4%, Trusts 2.4%"
INE848E07534,30/06/2026,"Individuals 50%, Corporates 42%, Clearing members 7.2%, NRIs 0.6%"
INE848E07872,30/06/2026,"MF 44%, Insurance 36%, PF/Pension 16%, Banks 2.9%, Trusts 1.5%"
INE848E07922,30/06/2026,"PF/Pension 67%, Banks 21%, Trusts 5.6%, MF 4.2%, Insurance 2.8%"
INE848E07AC9,30/06/2026,"Banks 31%, Trusts 24%, PF/Pension 19%, MF 17%, Insurance 10%"
INE848E07AL0,30/06/2026,"Govt 71%, MF 17%, Insurance 6.7%, Trusts 5.6%"
INE848E07AM8,30/06/2026,"Govt 71%, Banks 23%, Trusts 5.6%"
INE848E07AP1,30/06/2026,"PF/Pension 45%, Banks 33%, MF 15%, Insurance 3.3%, Trusts 3.3%"
INE848E07AQ9,30/06/2026,"PF/Pension 38%, Insurance 22%, Corporates 17%, Banks 13%, MF 10%"
INE848E07AR7,30/06/2026,"PF/Pension 37%, Trusts 27%, Banks 20%, Insurance 10%, MF 6.7%"
INE848E07AS5,30/06/2026,"PF/Pension 53%, MF 23%, Banks 18%, Insurance 3.3%, Trusts 1.7%"
INE848E07AU1,30/06/2026,"MF 33%, PF/Pension 32%, Insurance 25%, Banks 10%"
INE848E07AV9,30/06/2026,"MF 43%, PF/Pension 32%, Insurance 25%"
INE848E07AW7,30/06/2026,"PF/Pension 58%, Insurance 30%, Banks 10%, MF 2%"
INE848E07BA1,30/06/2026,"Govt 31%, Banks 25%, PF/Pension 23%, Trusts 7.7%, Insurance 7%, MF 6.7%"
INE848E07BK0,30/06/2026,"Banks 70%, Insurance 17%, PF/Pension 10%, MF 3.3%"
INE848E08136,30/06/2026,"PF/Pension 50%, Insurance 26%, MF 17%, Banks 3.2%, Govt 2.5%, Trusts 1.5%, others 0.1%"
INE848E08375,30/06/2026,"Banks 89%, MF 8.8%, Insurance 1.2%, Corporates 1.2%"
INE848E08482,30/06/2026,"Govt 98%, Corporates 1%, Trusts 0.5%"
INE848E08540,30/06/2026,"Govt 98%, Corporates 1%, Trusts 0.5%"
INE848E08557,30/06/2026,"Govt 98%, Corporates 1%, Trusts 0.5%"
INE848E08565,30/06/2026,"Govt 98%, Corporates 1%, Trusts 0.5%"
INE849K07091,30/06/2026,Corporates 100%
INE852O07139,30/06/2026,MF 100%
INE852O07147,30/06/2026,MF 100%
INE852O07154,30/06/2026,"Insurance 80%, MF 12%, Trusts 7.5%"
INE852O07162,30/06/2026,"MF 93%, Corporates 6.7%"
INE857Q07273,30/06/2026,"Corporates 41%, Insurance 37%, MF 13%, Trusts 6.5%, Banks 2.4%, Individuals 0.1%"
INE859C07196,30/06/2026,"MF 66%, Trusts 17%, Corporates 12%, Individuals 5%"
INE859C07212,30/06/2026,"Corporates 58%, Individuals 23%, Trusts 19%, NRIs 0.2%"
INE859C07220,30/06/2026,"MF 29%, Individuals 28%, Banks 26%, Corporates 17%, AIF 0.4%"
INE859C07238,30/06/2026,"Banks 65%, NBFC 25%, Corporates 6.7%, Trusts 2.2%, Individuals 0.9%"
INE859C07246,30/06/2026,MF 100%
INE859C07253,30/06/2026,"Corporates 89%, Insurance 8%, Banks 2.4%, Individuals 0.6%"
INE859C08103,30/06/2026,"Corporates 57%, MF 43%"
INE860H07GM3,30/06/2026,"Trusts 61%, Corporates 29%, Insurance 5.5%, Govt 4.4%, Individuals 0.1%"
INE860H07HQ2,30/06/2026,"Corporates 63%, Banks 27%, MF 4.8%, Insurance 4.8%"
INE860H07IG1,30/06/2026,"Banks 31%, MF 30%, Corporates 26%, Insurance 10%, Trusts 3.1%"
INE860H07II7,30/06/2026,"Banks 39%, Trusts 31%, Insurance 12%, MF 9.4%, Corporates 8.4%, Individuals 0.1%"
INE860H07IJ5,30/06/2026,"Corporates 51%, MF 37%, Trusts 5.8%, Insurance 4.9%, Govt 1%"
INE860H07IM9,30/06/2026,"Banks 75%, Corporates 13%, Trusts 6.2%, Insurance 5.7%, Individuals 0.1%"
INE860H07IO5,30/06/2026,"Banks 52%, MF 18%, Corporates 17%, Trusts 9.1%, PF/Pension 2.1%, Govt 0.9%"
INE860H07IQ0,30/06/2026,"Corporates 56%, Individuals 24%, MF 18%, Banks 1.6%, NRIs 0.1%"
INE860H07IW8,30/06/2026,"Corporates 36%, Trusts 26%, Banks 23%, Insurance 12%, Clearing members 1.1%, Individuals 0.6%, others 0.4%"
INE860H07IX6,30/06/2026,"Corporates 67%, MF 33%"
INE860H07IY4,30/06/2026,"Corporates 64%, Trusts 11%, MF 8.8%, Insurance 8.5%, Banks 7.6%, Individuals 0.1%"
INE860H07JA2,30/06/2026,"Banks 48%, Trusts 33%, Insurance 15%, Corporates 3.8%"
INE860H07JC8,30/06/2026,"Banks 34%, MF 32%, Corporates 20%, Insurance 10%, PF/Pension 3.2%, Trusts 0.5%"
INE860H08DZ0,30/06/2026,"Trusts 97%, Corporates 1.9%, Individuals 1.1%"
INE860H08EL8,30/06/2026,"Insurance 33%, Trusts 25%, Corporates 25%, MF 10%, Govt 5.9%, Individuals 0.9%"
INE861G08027,30/06/2026,"Govt 78%, Trusts 8.6%, Insurance 6.6%, MF 4.3%, FPI 1.6%, PF/Pension 0.9%, others 0.3%"
INE861G08043,30/06/2026,"Trusts 56%, Insurance 26%, PF/Pension 8.1%, Corporates 4.7%, Banks 3%, MF 2.1%, others 0.1%"
INE861G08050,30/06/2026,"Banks 37%, Trusts 24%, PF/Pension 18%, Insurance 14%, MF 2.4%, Govt 2.3%, others 3.1%"
INE861G08068,30/06/2026,"Trusts 31%, Banks 30%, Insurance 16%, PF/Pension 16%, Corporates 2.2%, Govt 1.9%, others 1.6%"
INE861G08076,30/06/2026,"Insurance 24%, PF/Pension 20%, Govt 19%, Trusts 14%, Banks 12%, Corporates 7.4%, others 3.9%"
INE861G08084,30/06/2026,"Insurance 47%, PF/Pension 27%, Trusts 13%, Corporates 5.4%, Banks 5.3%, Govt 1.9%, others 0.2%"
INE882Z08015,30/06/2026,"Individuals 54%, Corporates 44%, NRIs 0.8%, Trusts 0.8%, Clearing members 0.5%"
INE882Z08049,30/06/2026,Corporates 100%
INE883F07314,30/06/2026,"MF 92%, Insurance 5%, Corporates 3%"
INE883F07330,30/06/2026,"MF 80%, Corporates 15%, Trusts 5%"
INE883F07363,30/06/2026,MF 100%
INE883F07389,30/06/2026,"MF 78%, Insurance 12%, FPI 10%"
INE883F07397,30/06/2026,"MF 78%, Insurance 22%"
INE883F07405,30/06/2026,"MF 75%, Insurance 25%"
INE883F07413,30/06/2026,MF 100%
INE884Q07814,30/06/2026,"Individuals 86%, Corporates 6.6%, NBFC 6.5%, NRIs 0.4%"
INE884Q07822,30/06/2026,"Individuals 76%, Corporates 24%, NRIs 0.1%"
INE884Q07830,30/06/2026,"Individuals 97%, Corporates 2.7%"
INE884Q07855,30/06/2026,"Corporates 62%, Individuals 34%, AIF 3.7%"
INE884Q07863,30/06/2026,"Individuals 79%, Corporates 21%"
INE884Z07013,30/06/2026,"AIF 50%, Corporates 33%, Individuals 14%, Banks 2%, Clearing members 0.3%"
INE891F08018,30/06/2026,"Trusts 75%, Banks 11%, Insurance 7.3%, Individuals 3.9%, Corporates 1.1%, PF/Pension 0.9%, others 0.3%"
INE891K07721,30/06/2026,"Banks 61%, Corporates 26%, MF 7.1%, Insurance 5.7%"
INE891K07853,30/06/2026,"Corporates 42%, Trusts 33%, Banks 20%, Insurance 5%, Individuals 0.5%"
INE891K07937,30/06/2026,"Trusts 58%, Corporates 36%, MF 5.3%, Clearing members 1.1%, Individuals 0.1%"
INE891K07952,30/06/2026,"Corporates 38%, Banks 28%, Trusts 22%, Insurance 8.8%, MF 3.9%, Individuals 0.3%"
INE891K07AF9,30/06/2026,"MF 47%, Corporates 41%, Insurance 8.1%, Banks 3.4%"
INE891K07AG7,30/06/2026,"Banks 44%, MF 28%, Corporates 16%, Trusts 6%, Insurance 5.5%, Individuals 1%"
INE891K07AK9,30/06/2026,"Trusts 65%, Corporates 33%, Banks 2.2%"
INE891K07AM5,30/06/2026,"Banks 59%, MF 38%, Corporates 3.1%"
INE891K08083,30/06/2026,"Individuals 35%, Corporates 29%, Trusts 25%, PF/Pension 10%"
INE894F08103,30/06/2026,"Trusts 76%, Individuals 13%, Corporates 8.9%, PF/Pension 2%, NRIs 0.2%"
INE896L07975,30/06/2026,"MF 68%, Corporates 20%, Individuals 12%, NRIs 0.5%"
INE896L07983,30/06/2026,"MF 40%, Corporates 37%, Individuals 19%, Insurance 3.4%"
INE896L07AE9,30/06/2026,"Corporates 55%, Banks 33%, Individuals 9.2%, AIF 2.7%, NRIs 0.1%"
INE896L07AF6,30/06/2026,MF 100%
INE896L07AG4,30/06/2026,MF 100%
INE896L07AJ8,30/06/2026,MF 100%
INE896L07AK6,30/06/2026,MF 100%
INE896L07AL4,30/06/2026,"MF 93%, Trusts 4.4%, Corporates 2.2%"
INE896L07AM2,30/06/2026,MF 100%
INE896L07AN0,30/06/2026,MF 100%
INE896L07AO8,30/06/2026,"Corporates 77%, Clearing members 23%"
INE896L07AP5,30/06/2026,MF 100%
INE896L07AQ3,30/06/2026,"MF 33%, Corporates 27%, NBFC 18%, Individuals 10%, Insurance 9.1%, AIF 2%"
INE896L07AR1,30/06/2026,MF 100%
INE906B07CB9,30/06/2026,"Individuals 73%, Corporates 17%, Banks 5.8%, NRIs 2.3%, Insurance 1%, Trusts 0.4%, others 0.4%"
INE906B07EF6,30/06/2026,"Corporates 56%, Individuals 25%, Banks 12%, Insurance 6.6%, NRIs 0.5%, AIF 0.1%"
INE906B07EI0,30/06/2026,"Individuals 51%, Corporates 27%, Banks 19%, Clearing members 1.6%, Insurance 0.8%, NRIs 0.7%, others 0.6%"
INE906B07EJ8,30/06/2026,"Individuals 88%, Corporates 4.5%, Insurance 3.1%, Clearing members 1.7%, Banks 1.4%, NRIs 1.1%, others 0.5%"
INE906B07GN5,30/06/2026,"Govt 26%, MF 22%, Insurance 19%, PF/Pension 17%, Trusts 6.1%, Banks 6%, others 4.2%"
INE906B07GO3,30/06/2026,"Govt 45%, PF/Pension 21%, Insurance 10%, MF 9.2%, Corporates 7.8%, Trusts 7%"
INE906B07GP0,30/06/2026,"PF/Pension 30%, Govt 21%, MF 14%, Corporates 12%, Trusts 11%, Insurance 10%, others 3.5%"
INE906B07HG7,30/06/2026,"PF/Pension 45%, MF 22%, Trusts 11%, Insurance 8.7%, Corporates 7.7%, Banks 4.6%, others 0.5%"
INE906B07HH5,30/06/2026,"PF/Pension 29%, MF 24%, Trusts 16%, Corporates 12%, Insurance 11%, Banks 4.7%, others 3.6%"
INE906B07HJ1,30/06/2026,"Insurance 96%, Corporates 3%, Trusts 1.3%, Govt 0.1%, Individuals 0.1%"
INE906B07HM5,30/06/2026,"Insurance 93%, Corporates 3.1%, Trusts 2.7%, PF/Pension 1.5%, Individuals 0.1%"
INE906B07HP8,30/06/2026,"Banks 33%, PF/Pension 29%, Govt 14%, Trusts 11%, MF 10%, Insurance 1.7%, others 0.3%"
INE906B07IC4,30/06/2026,"PF/Pension 50%, Govt 17%, Insurance 15%, Trusts 7%, Banks 5.3%, Corporates 4.9%, others 0.7%"
INE906B07ID2,30/06/2026,"Govt 45%, PF/Pension 28%, Trusts 13%, Insurance 11%, Corporates 1.4%, Banks 1.2%"
INE906B07IE0,30/06/2026,"MF 80%, PF/Pension 12%, Corporates 4.9%, Insurance 3.2%, Trusts 0.4%"
INE906B07IH3,30/06/2026,"Govt 59%, Trusts 15%, Insurance 15%, PF/Pension 8%, Corporates 2.9%, Individuals 0.3%, others 0.1%"
INE906B07IZ5,30/06/2026,"Govt 89%, Corporates 5%, Trusts 3%, PF/Pension 2%, Insurance 0.5%, Banks 0.2%, others 0.1%"
INE909H08360,30/06/2026,MF 100%
INE909H08378,30/06/2026,MF 100%
INE909H08386,30/06/2026,"MF 55%, Corporates 20%, Insurance 20%, Individuals 4.8%, NRIs 0.1%"
INE909H08394,30/06/2026,"MF 60%, Corporates 34%, Individuals 4.9%, Trusts 1.5%"
INE909H08469,30/06/2026,Corporates 100%
INE911L07154,30/06/2026,"Corporates 97%, Individuals 2.7%"
INE915D08DC0,30/06/2026,MF 100%
INE916DA7RS0,30/06/2026,"Corporates 54%, Insurance 22%, MF 11%, Banks 11%, PF/Pension 1.7%"
INE916DA7RX0,30/06/2026,"MF 33%, Corporates 26%, Trusts 24%, Insurance 8.5%, Banks 7.7%, PF/Pension 0.8%"
INE916DA7SE8,30/06/2026,"Insurance 35%, Banks 29%, PF/Pension 17%, MF 15%, Corporates 2.9%, Trusts 1.2%"
INE916DA7SJ7,30/06/2026,"Insurance 40%, Corporates 26%, Banks 17%, MF 11%, Trusts 4.9%, PF/Pension 0.7%"
INE916DA7SL3,30/06/2026,"Corporates 63%, Insurance 14%, PF/Pension 10%, MF 8.3%, Banks 4.2%"
INE916DA7SN9,30/06/2026,"Corporates 45%, Insurance 35%, PF/Pension 8.5%, Banks 7.7%, MF 3.8%"
INE916DA7SO7,30/06/2026,"Corporates 42%, Insurance 29%, MF 15%, Trusts 10%, Banks 3.8%"
INE916DA7SP4,30/06/2026,"Banks 38%, Insurance 22%, MF 22%, Corporates 18%"
INE916DA7SR0,30/06/2026,"MF 38%, Banks 38%, FPI 10%, Corporates 10%, Insurance 4.8%"
INE916DA7SU4,30/06/2026,"MF 46%, Insurance 28%, Corporates 22%, Banks 3.8%"
INE916DA7SW0,30/06/2026,"Insurance 40%, PF/Pension 38%, MF 16%, Corporates 3.8%, Trusts 1.5%"
INE916DA7SZ3,30/06/2026,"Insurance 35%, MF 31%, Corporates 27%, NBFC 7.7%"
INE916DA7TB2,30/06/2026,"Banks 41%, MF 28%, Insurance 18%, Corporates 10%, FPI 2.9%"
INE916DA7TD8,30/06/2026,"Insurance 37%, FPI 22%, Corporates 15%, MF 13%, Banks 13%"
INE916DA7TE6,30/06/2026,"Banks 33%, MF 29%, FPI 13%, PF/Pension 11%, Corporates 7.4%, Insurance 6.6%"
INE916DA7TJ5,30/06/2026,"PF/Pension 33%, Corporates 32%, Banks 20%, Insurance 11%, MF 3%, Trusts 2.1%"
INE916DA7TL1,30/06/2026,"Insurance 39%, Corporates 24%, PF/Pension 13%, Trusts 12%, Banks 12%"
INE916DA7TM9,30/06/2026,"Banks 48%, MF 46%, Insurance 5.6%"
INE916U08012,30/06/2026,"MF 93%, Insurance 6.9%"
INE916Y07073,30/06/2026,"Individuals 58%, Corporates 41%, AIF 1.4%, NRIs 0.3%"
INE916Y07081,30/06/2026,"Corporates 100%, Individuals 0.1%"
INE918K07JU0,30/06/2026,"Corporates 60%, Individuals 40%"
INE918K07KA0,30/06/2026,"Individuals 54%, Corporates 44%, NRIs 2.8%"
INE918K07KG7,30/06/2026,"Corporates 59%, Individuals 41%"
INE918K07KR4,30/06/2026,"Individuals 93%, Corporates 4.1%, NRIs 3.1%"
INE918K07KW4,30/06/2026,Individuals 100%
INE918K07PR3,30/06/2026,"Corporates 45%, Individuals 34%, AIF 20%, NBFC 0.8%"
INE918K07PT9,30/06/2026,"Individuals 91%, Corporates 4.4%, Trusts 3.7%, NRIs 0.7%"
INE918K07PV5,30/06/2026,"Individuals 49%, Corporates 33%, AIF 18%"
INE918K07PW3,30/06/2026,MF 100%
INE918K07PY9,30/06/2026,MF 100%
INE918K07PZ6,30/06/2026,MF 100%
INE918K07QF6,30/06/2026,MF 100%
INE918K07QK6,30/06/2026,"Corporates 62%, MF 38%"
INE918K07QS9,30/06/2026,"Corporates 97%, Individuals 2.5%"
INE918K07QT7,30/06/2026,"Individuals 76%, Corporates 24%, Clearing members 0.6%"
INE918T07145,30/06/2026,"Corporates 84%, Individuals 14%, AIF 2%"
INE918T07152,30/06/2026,"Corporates 66%, Individuals 34%"
INE918T07186,30/06/2026,"Corporates 88%, Individuals 12%"
INE926R07027,30/06/2026,"Individuals 62%, Corporates 38%, Clearing members 0.2%, NBFC 0.1%, NRIs 0.1%"
INE926R07035,30/06/2026,"Individuals 71%, Corporates 27%, Clearing members 1.8%, NRIs 0.2%"
INE926X08015,30/06/2026,MF 100%
INE936D07174,30/06/2026,"Banks 37%, MF 31%, PF/Pension 29%, Trusts 2.9%"
INE936D07182,30/06/2026,"MF 81%, Trusts 10%, PF/Pension 6%, Banks 1.9%, Govt 1%, Corporates 0.6%"
INE936D07190,30/06/2026,"MF 90%, Trusts 6.3%, PF/Pension 3.3%"
INE939L08039,30/06/2026,"PF/Pension 77%, Insurance 18%, Corporates 5%"
INE939X07176,30/06/2026,"Individuals 51%, Corporates 49%, NRIs 0.1%"
INE939X07242,30/06/2026,"AIF 80%, Corporates 17%, Individuals 2.8%"
INE939X07259,30/06/2026,"Corporates 56%, Individuals 44%"
INE941D07158,30/06/2026,"Banks 30%, Corporates 25%, PF/Pension 22%, Insurance 15%, MF 6.5%, Trusts 1.5%, others 1%"
INE941D07166,30/06/2026,"Banks 36%, Corporates 29%, MF 12%, PF/Pension 12%, Insurance 9%, FPI 1.5%, others 0.6%"
INE949L08442,30/06/2026,"Insurance 53%, Trusts 17%, PF/Pension 13%, MF 10%, Banks 7.1%"
INE949L08459,30/06/2026,"Insurance 42%, Banks 33%, Trusts 14%, Corporates 7.8%, PF/Pension 3.2%, Individuals 0.5%"
INE950O07388,30/06/2026,"Trusts 61%, MF 39%, Individuals 0.4%"
INE950O07396,30/06/2026,"Trusts 62%, MF 35%, Individuals 2.3%"
INE950O07438,30/06/2026,"MF 88%, Insurance 12%"
INE950O07446,30/06/2026,"MF 88%, Trusts 8.2%, Corporates 2.4%, Individuals 1.4%"
INE950O07453,30/06/2026,MF 100%
INE950O07495,30/06/2026,MF 100%
INE950O07511,30/06/2026,"MF 98%, Corporates 2%"
INE950O07529,30/06/2026,"MF 92%, Insurance 7.5%"
INE950O07537,30/06/2026,"Trusts 32%, MF 30%, Corporates 24%, Insurance 10%, Govt 4%, Clearing members 0.4%"
INE950O07545,30/06/2026,MF 100%
INE950O07560,30/06/2026,MF 100%
INE950O07578,30/06/2026,"Banks 96%, Corporates 2.4%, Trusts 1.2%, Individuals 0.1%"
INE950O08303,30/06/2026,"MF 93%, Corporates 6.7%"
INE957N07799,30/06/2026,"Corporates 85%, Banks 14%, Trusts 0.6%"
INE957N08201,30/06/2026,"Trusts 58%, Govt 21%, Corporates 19%, Individuals 1.4%, NBFC 0.2%"
INE964R07069,30/06/2026,"Individuals 74%, Corporates 20%, NBFC 5.2%, Clearing members 0.5%, AIF 0.1%"
INE964R07093,30/06/2026,"Corporates 70%, Individuals 30%, NRIs 0.6%"
INE975F07IM9,30/06/2026,"Corporates 58%, Insurance 19%, Trusts 14%, MF 8.5%"
INE975F07IO5,30/06/2026,"Corporates 41%, MF 29%, Trusts 22%, Insurance 8.3%"
INE975F07IP2,30/06/2026,"MF 34%, Banks 32%, Corporates 24%, Trusts 8.8%, Insurance 1.6%"
INE975F07IQ0,30/06/2026,"MF 38%, Corporates 35%, Insurance 19%, Trusts 7.7%"
INE975F07IR8,30/06/2026,"MF 68%, Corporates 27%, Individuals 5.1%"
INE975F07IS6,30/06/2026,"Corporates 47%, Trusts 24%, Insurance 21%, MF 4.4%, PF/Pension 2.9%, FPI 0.9%, others 0.4%"
INE975F07IU2,30/06/2026,"Corporates 46%, MF 44%, Banks 10%"
INE975F07IW8,30/06/2026,"Corporates 43%, Banks 29%, MF 21%, Trusts 7.1%"
INE975F07IX6,30/06/2026,"Banks 60%, MF 20%, Insurance 18%, Corporates 2%"
INE975F07JB0,30/06/2026,"MF 58%, Corporates 42%"
INE975F07JC8,30/06/2026,"Corporates 75%, MF 20%, Banks 5%"
INE976I07CT9,30/06/2026,"Corporates 46%, Insurance 19%, MF 15%, Trusts 13%, PF/Pension 2.7%, Individuals 2.4%, others 2.1%"
INE976I07CX1,30/06/2026,"Insurance 39%, Trusts 33%, Corporates 15%, Banks 8.5%, MF 4.6%, FPI 0.1%, others 0.1%"
INE976I07CY9,30/06/2026,"Corporates 38%, MF 28%, Insurance 15%, Banks 10%, FPI 8.3%, AIF 0.3%"
INE976I07CZ6,30/06/2026,"PF/Pension 34%, Corporates 26%, Insurance 23%, Trusts 12%, MF 1.8%, Govt 1.8%, others 1.2%"
INE976I07DB5,30/06/2026,"Corporates 49%, Insurance 34%, MF 7.5%, PF/Pension 6.2%, Banks 3.1%"
INE976I07DC3,30/06/2026,"Banks 34%, MF 33%, Corporates 20%, Insurance 12%, Trusts 1.3%"
INE976I07DD1,30/06/2026,"Banks 29%, PF/Pension 27%, Corporates 22%, Trusts 14%, Insurance 8.9%, Individuals 0.4%"
INE976I07DE9,30/06/2026,"MF 95%, Corporates 5.1%"
INE976I07DF6,30/06/2026,"MF 47%, PF/Pension 28%, Banks 14%, Corporates 10%, Insurance 2.5%"
INE996U07248,30/06/2026,"Individuals 78%, Corporates 22%"
INE996U07339,30/06/2026,"Corporates 63%, Banks 35%, Clearing members 1.7%"
INE996U07461,30/06/2026,"AIF 69%, Corporates 20%, NBFC 11%"
INE996U07511,30/06/2026,"Clearing members 45%, Corporates 40%, Individuals 15%"
INE996U07537,30/06/2026,Corporates 100%
INE998Y07188,30/06/2026,"Individuals 94%, Corporates 4.8%, Clearing members 1%, NRIs 0.1%"
