isin,as_of,yield,source,holders
INE205A08053,2026-07-15,8.79,Nippon,Nippon
INE205A08053,2026-07-31,8.5,Aditya Birla,Aditya Birla (360); Nippon (97)
INE205A08053,2026-08-15,8.52,Nippon,Nippon (97)
INE205A08095,2026-06-30,8.62,ICICI Pru,ICICI Pru; Aditya Birla; Nippon; Kotak; UTI
INE205A08095,2026-07-15,8.78,ICICI Pru,ICICI Pru; Nippon
INE205A08095,2026-07-31,8.52,ICICI Pru,ICICI Pru (25); Aditya Birla (61); Nippon (30); Kotak (353); UTI (101)
INE205A08095,2026-08-15,8.57,ICICI Pru,ICICI Pru (25); Nippon (30); Kotak (353)
INE206D08196,2026-06-30,7.1,HDFC,HDFC
INE206D08196,2026-07-15,7.39,HDFC,HDFC
INE206D08196,2026-07-31,7.21,HDFC,HDFC (10)
INE206D08204,2026-06-30,6.9961,Nippon,Nippon
INE206D08204,2026-07-15,7.2556,Nippon,Nippon
INE206D08204,2026-07-31,7.2163,Nippon,Nippon (5)
INE206D08204,2026-08-15,7.0913,Nippon,Nippon (5)
INE206D08220,2026-06-30,6.9549,Nippon,Nippon
INE206D08220,2026-07-15,7.215,Nippon,Nippon
INE206D08220,2026-07-31,7.0449,Nippon,Nippon (59)
INE206D08220,2026-08-15,6.685,Nippon,Nippon (59)
INE206D08279,2026-06-30,7.1,HDFC,HDFC; Nippon
INE206D08279,2026-07-15,7.39,HDFC,HDFC; Nippon
INE206D08279,2026-07-31,7.21,HDFC,HDFC (10); Nippon (55)
INE206D08279,2026-08-15,6.95,Nippon,Nippon (55)
INE206D08360,2026-06-30,7.095,Nippon,Nippon
INE206D08360,2026-07-15,7.39,Nippon,Nippon
INE206D08360,2026-07-31,7.205,Nippon,Nippon (25)
INE206D08360,2026-08-15,6.95,Nippon,Nippon (25)
INE206D08410,2026-06-30,7.0693,Axis,Axis
INE206D08410,2026-07-31,7.2443,Axis,Axis (25)
INE206D08410,2026-08-15,7.1193,Axis,Axis (25)
INE206D08428,2026-06-30,6.9763,SBI,SBI
INE206D08428,2026-07-15,7.2513,SBI,SBI
INE206D08428,2026-07-31,7.2313,SBI,SBI (25)
INE206D08428,2026-08-15,7.1263,SBI,SBI (25)
INE206D08493,2026-06-30,7.18,HDFC,HDFC
INE206D08501,2026-06-30,6.99,HDFC,HDFC; Axis; Nippon
INE206D08501,2026-07-15,7.26,HDFC,HDFC; Nippon
INE206D08501,2026-07-31,7.22,HDFC,HDFC (165); Axis (941); Nippon (126)
INE206D08501,2026-08-15,7.0913,Axis,Axis (943); Nippon (126)
INE20PW15019,2026-06-30,9.39,Nippon,Nippon
INE20PW15019,2026-07-15,9.58,Nippon,Nippon
INE20PW15019,2026-07-31,9.525,Nippon,Nippon (24)
INE20PW15019,2026-08-15,9.25,Nippon,Nippon (24)
INE211H14AQ9,2026-06-30,7.185,Nippon,Nippon; Kotak
INE211H14AQ9,2026-07-15,7.318,Nippon,Nippon
INE211H14AQ9,2026-07-31,6.9679,Nippon,Nippon (199); Kotak (149)
INE211H14AQ9,2026-08-15,6.9014,Nippon,Nippon (200); Kotak (150)
INE211H14AR7,2026-06-30,7.1848,Aditya Birla,Aditya Birla
INE211H14AR7,2026-07-31,7.0673,Aditya Birla,Aditya Birla (249)
INE211H14AS5,2026-06-30,7.1849,Axis,Axis; Nippon
INE211H14AS5,2026-07-15,7.3677,Nippon,Nippon
INE211H14AS5,2026-07-31,7.2176,Axis,Axis (298); Nippon (149)
INE211H14AS5,2026-08-15,7.0677,Axis,Axis (299); Nippon (150)
INE211H14AT3,2026-06-30,7.1852,Aditya Birla,Aditya Birla
INE211H14AT3,2026-07-31,7.2174,Aditya Birla,Aditya Birla (99)
INE211H14AU1,2026-06-30,7.19,Kotak,Kotak
INE211H14AU1,2026-07-31,7.22,Kotak,Kotak (248)
INE211H14AU1,2026-08-15,7.07,Kotak,Kotak (249)
INE211H14AV9,2026-06-30,7.185,Aditya Birla,Aditya Birla
INE211H14AV9,2026-07-31,7.2172,Aditya Birla,Aditya Birla (198)
INE211H14AW7,2026-07-15,7.37,HDFC,HDFC
INE211H14AW7,2026-07-31,7.27,HDFC,HDFC (198); Aditya Birla (198)
INE212K14EA7,2026-06-30,6.84,ICICI Pru,ICICI Pru
INE212K14EA7,2026-07-15,6.9,ICICI Pru,ICICI Pru
INE212K14EA7,2026-07-31,6.59,ICICI Pru,ICICI Pru (199)
INE212K14EA7,2026-08-15,6.55,ICICI Pru,ICICI Pru (200)
INE212K14EB5,2026-06-30,6.8427,Nippon,Nippon
INE212K14EB5,2026-07-15,6.8999,Nippon,Nippon
INE212K14EC3,2026-06-30,6.84,ICICI Pru,ICICI Pru; Nippon
INE212K14EC3,2026-07-15,6.9,ICICI Pru,ICICI Pru; Nippon
INE212K14EC3,2026-07-31,6.69,ICICI Pru,ICICI Pru (299); Nippon (100)
INE212K14EC3,2026-08-15,6.57,ICICI Pru,ICICI Pru (300); Nippon (50)
INE212K14ED1,2026-06-30,6.8425,Nippon,Nippon
INE212K14ED1,2026-07-15,6.8998,Nippon,Nippon
INE212K14ED1,2026-07-31,6.6847,Nippon,Nippon (100)
INE212K14ED1,2026-08-15,6.5689,Nippon,Nippon (100)
INE212K14EF6,2026-06-30,6.8425,Nippon,Nippon
INE212K14EF6,2026-07-15,6.9501,Nippon,Nippon
INE212K14EF6,2026-07-31,6.84,Nippon,Nippon (199)
INE212K14EF6,2026-08-15,6.6748,Nippon,Nippon (199)
INE212K14EG4,2026-06-30,6.8425,Nippon,Nippon
INE212K14EG4,2026-07-15,6.9501,Nippon,Nippon
INE212K14EG4,2026-07-31,6.84,Nippon,Nippon (99)
INE212K14EG4,2026-08-15,6.6749,Nippon,Nippon (25)
INE212K14EH2,2026-06-30,6.84,Kotak,Kotak
INE212K14EH2,2026-07-31,6.84,Kotak,Kotak (99)
INE212K14EH2,2026-08-15,6.67,Kotak,Kotak (100)
INE212K14EI0,2026-06-30,6.8426,Aditya Birla,Aditya Birla
INE212K14EI0,2026-07-31,6.8397,Aditya Birla,Aditya Birla (99)
INE212K14EJ8,2026-06-30,6.8424,Aditya Birla,Aditya Birla; Kotak
INE212K14EJ8,2026-07-31,6.8403,Aditya Birla,Aditya Birla (99); Kotak (99)
INE212K14EJ8,2026-08-15,6.67,Kotak,Kotak (100)
INE212K14EK6,2026-06-30,6.92,HDFC,HDFC
INE212K14EK6,2026-07-15,6.95,HDFC,HDFC
INE212K14EK6,2026-07-31,6.89,HDFC,HDFC (198)
INE212K14EL4,2026-06-30,6.92,HDFC,HDFC
INE212K14EL4,2026-07-15,6.95,HDFC,HDFC
INE212K14EL4,2026-07-31,6.89,HDFC,HDFC (99)
INE212K14EN0,2026-06-30,6.92,HDFC,HDFC
INE212K14EN0,2026-07-15,6.95,HDFC,HDFC
INE212K14EN0,2026-07-31,6.89,HDFC,HDFC (99)
INE213W07277,2026-06-30,7.64,HDFC,HDFC; SBI; Aditya Birla; Nippon
INE213W07277,2026-07-15,7.64,HDFC,HDFC; SBI; Nippon
INE213W07277,2026-07-31,7.47,HDFC,HDFC (75); SBI (50); Aditya Birla (125); Nippon (125)
INE213W07277,2026-08-15,7.375,SBI,SBI (50); Nippon (125)
INE213W07285,2026-06-30,7.77,Kotak,Kotak
INE213W07285,2026-07-31,7.78,Kotak,Kotak (201)
INE213W07285,2026-08-15,7.59,Kotak,Kotak (201)
INE213W07293,2026-06-30,7.84,HDFC,HDFC; ICICI Pru; Aditya Birla
INE213W07293,2026-07-15,7.91,ICICI Pru,ICICI Pru
INE213W07293,2026-07-31,7.91,ICICI Pru,ICICI Pru (150); Aditya Birla (350)
INE213W07293,2026-08-15,7.84,ICICI Pru,ICICI Pru (150)
INE213W07319,2026-06-30,7.96,ICICI Pru,ICICI Pru
INE213W07319,2026-07-15,8.1,ICICI Pru,ICICI Pru
INE213W07319,2026-07-31,8.07,ICICI Pru,ICICI Pru (247)
INE213W07319,2026-08-15,7.87,ICICI Pru,ICICI Pru (248)
INE213W07327,2026-06-30,7.97,Kotak,Kotak
INE213W07327,2026-07-31,8.08,Kotak,Kotak (49)
INE213W07327,2026-08-15,7.89,Kotak,Kotak (49)
INE213W07335,2026-06-30,7.96,HDFC,HDFC
INE213W07335,2026-07-15,8.08,HDFC,HDFC
INE213W07335,2026-07-31,8.07,HDFC,HDFC (296)
INE213W07392,2026-07-31,8.53,ICICI Pru,ICICI Pru (145)
INE213W07392,2026-08-15,8.41,ICICI Pru,ICICI Pru (145)
INE216P07217,2026-06-30,7.64,ICICI Pru,ICICI Pru
INE216P07217,2026-07-15,7.86,ICICI Pru,ICICI Pru
INE216P07217,2026-07-31,7.7,ICICI Pru,ICICI Pru (99)
INE216P07217,2026-08-15,7.36,ICICI Pru,ICICI Pru (99)
INE216P07258,2026-06-30,8.1,ICICI Pru,ICICI Pru; Nippon
INE216P07258,2026-07-15,8.31,ICICI Pru,ICICI Pru; Nippon
INE216P07258,2026-07-31,8.15,ICICI Pru,ICICI Pru (50); Nippon (50)
INE216P07258,2026-08-15,7.92,ICICI Pru,ICICI Pru (50); Nippon (50)
INE216P07266,2026-06-30,8.43,ICICI Pru,ICICI Pru
INE216P07266,2026-07-15,8.55,ICICI Pru,ICICI Pru
INE216P07266,2026-07-31,8.55,ICICI Pru,ICICI Pru (25)
INE216P07266,2026-08-15,8.45,ICICI Pru,ICICI Pru (25)
INE216P07274,2026-06-30,8.23,HDFC,HDFC; ICICI Pru
INE216P07274,2026-07-15,8.39,HDFC,HDFC; ICICI Pru
INE216P07274,2026-07-31,8.35,HDFC,HDFC (30); ICICI Pru (70)
INE216P07274,2026-08-15,8.13,ICICI Pru,ICICI Pru (70)
INE216P07282,2026-06-30,8.44,HDFC,HDFC
INE216P07282,2026-07-15,8.58,HDFC,HDFC
INE216P07282,2026-07-31,8.55,HDFC,HDFC (99)
INE216P07308,2026-07-31,8.83,ICICI Pru,ICICI Pru (195)
INE216P07308,2026-08-15,8.8,ICICI Pru,ICICI Pru (195)
INE219X07298,2026-06-30,6.73,HDFC,HDFC
INE219X07298,2026-07-15,6.39,HDFC,HDFC
INE219X07306,2026-06-30,6.8278,Aditya Birla,Aditya Birla; Axis; Nippon; UTI
INE219X07306,2026-07-15,6.9079,Nippon,Nippon
INE219X07306,2026-07-31,6.9601,Aditya Birla,Aditya Birla (15); Axis (5); Nippon (590); UTI (25)
INE219X07306,2026-08-15,6.71,Axis,Axis (5); Nippon (590)
INE219X07363,2026-06-30,7.5021,Axis,Axis
INE219X07363,2026-07-31,7.6222,Axis,Axis (50)
INE219X07363,2026-08-15,7.5423,Axis,Axis (50)
INE219X07439,2026-06-30,7.49,SBI,SBI; Kotak
INE219X07439,2026-07-15,7.695,SBI,SBI
INE219X07439,2026-07-31,7.655,SBI,SBI (126); Kotak (51)
INE219X07439,2026-08-15,7.6,SBI,SBI (126); Kotak (51)
INE219X07447,2026-06-30,7.49,SBI,SBI
INE219X07447,2026-07-15,7.695,SBI,SBI
INE219X07447,2026-07-31,7.655,SBI,SBI (202)
INE219X07447,2026-08-15,7.6,SBI,SBI (202)
INE219X07454,2026-06-30,7.3344,Axis,Axis; Nippon; Kotak
INE219X07454,2026-07-15,7.6144,Nippon,Nippon
INE219X07454,2026-07-31,7.4194,Axis,Axis (140); Nippon (176); Kotak (50)
INE219X07454,2026-08-15,7.1993,Axis,Axis (141); Nippon (176); Kotak (50)
INE219X07462,2026-06-30,7.4817,SBI,SBI
INE219X07462,2026-07-15,7.7267,SBI,SBI
INE219X07462,2026-07-31,7.6316,SBI,SBI (252)
INE219X07462,2026-08-15,7.5665,SBI,SBI (252)
INE219X07512,2026-06-30,7.51,Axis,Axis
INE219X07512,2026-07-31,7.64,HDFC,HDFC (50); Axis (50)
INE219X07512,2026-08-15,7.57,Axis,Axis (50)
INE219X07520,2026-06-30,7.53,Kotak,Kotak
INE219X07520,2026-07-31,7.69,Kotak,Kotak (148)
INE219X07520,2026-08-15,7.67,Kotak,Kotak (148)
INE219X07538,2026-06-30,7.49,SBI,SBI
INE219X07538,2026-07-15,7.695,SBI,SBI
INE219X07538,2026-07-31,7.655,SBI,SBI (99)
INE219X07538,2026-08-15,7.6,SBI,SBI (99)
INE220B08126,2026-06-30,8.0,HDFC,HDFC
INE220B08126,2026-07-15,8.28,HDFC,HDFC
INE220B08126,2026-07-31,8.08,HDFC,HDFC (150)
INE220B08134,2026-06-30,8.15,HDFC,HDFC
INE220B08134,2026-07-15,8.32,HDFC,HDFC
INE220B08134,2026-07-31,8.25,HDFC,HDFC (300)
INE220B08142,2026-06-30,8.28,ICICI Pru,ICICI Pru
INE220B08142,2026-07-15,8.47,ICICI Pru,ICICI Pru
INE220B08142,2026-07-31,8.4,ICICI Pru,ICICI Pru (150)
INE220B08142,2026-08-15,8.27,ICICI Pru,ICICI Pru (150)
INE225R08014,2026-06-30,7.66,HDFC,HDFC
INE225R08014,2026-07-15,7.81,HDFC,HDFC
INE225R08014,2026-07-31,7.72,HDFC,HDFC (25)
INE233A08089,2026-06-30,7.68,ICICI Pru,ICICI Pru; Aditya Birla; Nippon
INE233A08089,2026-07-15,7.96,ICICI Pru,ICICI Pru; Nippon
INE233A08089,2026-07-31,7.77,ICICI Pru,ICICI Pru (100); Aditya Birla (240); Nippon (5)
INE233A08089,2026-08-15,7.51,ICICI Pru,ICICI Pru (100); Nippon (5)
INE233A08113,2026-06-30,7.83,HDFC,HDFC; Nippon
INE233A08113,2026-07-15,8.05,HDFC,HDFC; Nippon
INE233A08113,2026-07-31,7.98,HDFC,HDFC (125); Nippon (50)
INE233A08113,2026-08-15,7.85,Nippon,Nippon (50)
INE233A08121,2026-06-30,7.17,HDFC,HDFC; SBI; Aditya Birla; UTI
INE233A08121,2026-07-15,7.09,HDFC,HDFC; SBI
INE233A08121,2026-07-31,7.1,HDFC,HDFC (25); Aditya Birla (25); UTI (50)
INE233A08139,2026-06-30,7.82,ICICI Pru,ICICI Pru; Aditya Birla; Kotak
INE233A08139,2026-07-15,8.05,ICICI Pru,ICICI Pru
INE233A08139,2026-07-31,7.98,ICICI Pru,ICICI Pru (25); Aditya Birla (40); Kotak (15)
INE233A08139,2026-08-15,7.85,ICICI Pru,ICICI Pru (25); Kotak (15)
